BuildingType,ENERGYSTARScore,GHGEmissions(MetricTonsCO2e),LargestPropertyUseType,NumberofBuildings,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFAParking(m2),PropertyGFATotal(m2),SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA(m2),SiteEnergyUseWN(GJ),YearBuilt,ZipCode
NonResidential,,4.566948973167894,Non-Refrigerated Warehouse,1.0,2.0,787.0,Warehouse,,9.282280387232676,Office,6.619461988734811,8.196987092502349,1952.0,98134.0
NonResidential,,3.6656108271745818,,1.0,1.0,790.0,Other,,8.523702078544698,,,7.230453670385108,1969.0,98134.0
NonResidential,,3.8495091000389037,Other,1.0,1.0,791.0,Other,,9.485169710176125,,,8.881253296440454,1970.0,98108.0
NonResidential,94.5,4.962215061493703,Office,1.0,1.0,792.0,Small- and Mid-Sized Office,,9.070693584026499,Data Center,3.8424012093524373,8.864019838475675,1950.0,98134.0
NonResidential,70.5,4.055517105066875,Office,1.0,2.0,793.0,Large Office,,9.582616778513405,Parking,,8.891221005427656,1973.0,98108.0
NonResidential,12.5,2.570319527636131,Non-Refrigerated Warehouse,1.0,1.0,794.0,Warehouse,,9.281865320297175,,,7.589626919762233,1966.0,98108.0
NonResidential,60.0,4.345686767894989,Office,1.0,5.0,796.0,Large Office,,10.004448697786007,Parking,6.2571760353663555,9.4007528305931,1975.0,98108.0
NonResidential,,-0.15665381004537685,Distribution Center,1.0,1.0,797.0,Distribution Center,,8.804298130766744,,,4.863976693009642,1969.0,98108.0
NonResidential,29.5,4.825870755651161,Non-Refrigerated Warehouse,1.0,1.0,798.0,Warehouse,,8.547038082439222,Office,7.5876308712029985,8.550502199388967,1969.0,98108.0
NonResidential,33.5,4.428910220572732,Distribution Center,1.0,1.0,799.0,Distribution Center,,8.536705352060475,,,8.043071218502947,1979.0,98108.0
NonResidential,80.5,5.054684076930937,Retail Store,1.0,1.0,800.0,Retail Store,,9.161419167221307,Parking,,9.022737119935929,1992.0,98126.0
NonResidential,,4.75892078579401,Parking,1.0,6.0,801.0,Other,10.140661796357138,10.42153621275135,Retail Store,8.68131986973217,9.177692520786076,2002.0,98105.0
NonResidential,58.0,5.221436322212079,Supermarket/Grocery Store,1.0,1.0,802.0,Supermarket / Grocery Store,,8.45915740403431,,,8.979112386666598,1963.0,98144.0
NonResidential,50.0,4.6839813664123815,Office,1.0,3.0,803.0,Small- and Mid-Sized Office,,8.97568888047377,,,9.959437072040627,1929.0,98106.0
NonResidential,,4.7080877199947775,Parking,1.0,5.0,804.0,Other,7.518247897544687,10.246130404377245,Retail Store,10.228794140040698,9.413239220894358,2000.0,98125.0
NonResidential,45.5,6.048801417245881,Distribution Center,1.0,1.0,805.0,Distribution Center,,10.551569499155244,Non-Refrigerated Warehouse,8.958592219177252,9.684732289680637,1986.0,98134.0
NonResidential,,3.3244963067318847,Non-Refrigerated Warehouse,1.0,4.0,806.0,Mixed Use Property,,8.82638979161435,Office,7.679022117222767,7.157275054081092,1902.0,98104.0
NonResidential,74.5,4.18737942818929,Office,1.0,4.0,807.0,Large Office,9.1384850076458,10.02332479532758,Parking,8.867067749575257,9.20691591560478,2008.0,98119.0
NonResidential,82.0,4.305550475963267,Office,1.0,6.0,809.0,Small- and Mid-Sized Office,7.294094755029125,9.093401429892563,,,8.688204596250312,1900.0,98104.0
NonResidential,68.0,2.99797974609447,Non-Refrigerated Warehouse,1.0,1.0,811.0,Warehouse,,9.721246779410285,,,8.005464139632021,1946.0,98134.0
NonResidential,,1.459777137879694,Non-Refrigerated Warehouse,0.0,1.0,812.0,Warehouse,,8.710364620809788,Other - Services,6.140994281076946,6.479282525672045,1917.0,98134.0
NonResidential,97.5,1.487270278459893,Non-Refrigerated Warehouse,1.0,1.0,813.0,Warehouse,,9.671065559381567,Office,6.293887027180088,6.56579434170595,1966.0,98106.0
NonResidential,86.0,4.661219651839113,Office,1.0,10.0,814.0,Large Office,,10.475696052503448,Parking,9.661324897577298,8.712131437434051,1994.0,98109.0
NonResidential,91.0,4.536677189542791,Office,1.0,17.0,815.0,Large Office,9.459519946693991,10.555642982568083,Parking,9.083125335875732,9.556210006935455,2009.0,98104.0
NonResidential,57.5,4.421607859758003,Office,1.0,6.0,817.0,Mixed Use Property,8.526080595582735,9.33885073872107,Parking,8.040082328057526,8.614849483644376,2009.0,98105.0
NonResidential,,4.726900974559238,Retail Store,1.0,2.0,819.0,Retail Store,,9.072753207086011,Restaurant,5.613361538994574,8.752122353972737,1956.0,98105.0
SPS-District K-12,,2.6004649904222727,K-12 School,1.0,1.0,820.0,K-12 School,,8.50041329082301,,,6.914102491154777,1988.0,98122.0
NonResidential,51.0,2.9801108926510342,Non-Refrigerated Warehouse,1.0,2.0,821.0,Warehouse,,9.343740724015262,Office,7.727491046209479,7.999772781438147,1966.0,98118.0
NonResidential,91.5,3.1880041612011136,Non-Refrigerated Warehouse,1.0,1.0,822.0,Warehouse,,8.633339859961945,Office,6.578732949735406,7.050240355331873,1978.0,98136.0
NonResidential,,5.954126061452614,Other,3.0,4.0,829.0,Other,,8.668321646748899,,,9.504290670812678,1928.0,98121.0
NonResidential,,3.0587070727153796,Other,1.0,4.0,830.0,Mixed Use Property,7.604805084624664,8.88069817598095,Office,7.486466647676581,8.001678522550433,2004.0,98122.0
NonResidential,63.0,4.915261778952957,Medical Office,1.0,5.0,831.0,Medical Office,9.601447505066906,10.199431833760489,Parking,9.466030301773538,9.48137233397605,1990.0,98122.0
NonResidential,30.0,3.9822018400493926,Financial Office,1.0,5.0,832.0,Other,,9.034317235461211,,,9.03068783900774,1987.0,98115.0
NonResidential,85.5,2.640484881606444,Non-Refrigerated Warehouse,1.0,4.0,837.0,Warehouse,6.396876040978929,9.001273316443715,,,7.155064412870794,2004.0,98107.0
NonResidential,54.0,5.444104598614017,Medical Office,1.0,3.0,838.0,Medical Office,7.271040635234586,8.955780052016515,Office,7.862367050748002,8.992171411126462,1928.0,98122.0
NonResidential,27.0,6.129627385510675,Hotel,1.0,6.0,839.0,Hotel,8.44391931628409,9.54581841146145,Parking,8.44391931628409,9.613887870501776,2003.0,98122.0
NonResidential,,5.8503617061299815,Other - Entertainment/Public Assembly,1.0,5.0,841.0,Other,,9.485395536206356,Restaurant,6.289931393851317,9.908334659930041,1999.0,98109.0
NonResidential,25.5,5.611246775751068,Hotel,1.0,5.0,843.0,Hotel,7.588995031632815,9.248768698412475,Parking,7.527288642196837,9.205819687862258,2008.0,98109.0
NonResidential,84.0,1.9994509159833431,Non-Refrigerated Warehouse,1.0,4.0,845.0,Warehouse,,9.420611426834332,,,7.01847759696303,1988.0,98122.0
NonResidential,1.0,5.716830313505459,Non-Refrigerated Warehouse,1.0,1.0,847.0,Warehouse,,8.785749631806842,Office,7.045455317197522,9.622301866246918,1970.0,98106.0
NonResidential,59.0,5.6312476234729525,Retail Store,1.0,1.0,848.0,Retail Store,,9.15486112482642,,,9.380069726750024,1995.0,98133.0
SPS-District K-12,,2.331658340479753,K-12 School,1.0,3.0,850.0,K-12 School,,8.5452872268707,,,6.832572505611851,1988.0,98122.0
NonResidential,,4.484865222944443,College/University,2.0,4.0,851.0,University,,9.267754817037341,,,8.957489408640955,1974.0,98144.0
SPS-District K-12,,5.540361177362727,Other,1.0,3.0,854.0,Other,,10.354788637289852,"Repair Services (Vehicle, Shoe, Locksmith, etc)",8.44357937407099,10.00975126158238,2002.0,98124.0
NonResidential,87.0,2.80487438573775,Non-Refrigerated Warehouse,1.0,1.0,857.0,Warehouse,,9.55783532672712,Office,6.593088489779113,7.128969275580416,1965.0,98053.0
NonResidential,58.0,5.241694103606946,Medical Office,1.0,6.0,858.0,Medical Office,,10.302829253322502,Laboratory,8.989362791492653,10.198534641114362,1910.0,98122.0
NonResidential,,4.866533950121999,Retail Store,1.0,1.0,859.0,Retail Store,,8.83802397889569,,,8.689745888443968,1958.0,98108.0
NonResidential,69.5,4.272281520698232,Medical Office,1.0,5.0,861.0,Medical Office,9.258767180539962,10.148800081881808,,,9.291825658686518,2003.0,98122.0
NonResidential,95.0,2.8715852808111086,Non-Refrigerated Warehouse,1.0,4.0,864.0,Warehouse,,8.91807290858958,,,6.767517832529081,1987.0,98125.0
SPS-District K-12,91.5,4.572182010161111,K-12 School,1.0,1.0,866.0,K-12 School,,8.645425741795956,,,8.059915370423983,1950.0,98116.0
NonResidential,73.0,5.532934839935874,Supermarket/Grocery Store,1.0,3.0,867.0,Supermarket / Grocery Store,,9.312275227137462,,,9.29749758419992,1996.0,98122.0
NonResidential,,2.6232182655855127,Automobile Dealership,1.0,2.0,868.0,Other,,8.480027015042037,Office,5.854111888795729,7.627584763542171,2008.0,98134.0
NonResidential,12.0,3.718559608215347,Office,1.0,3.0,1280.0,Mixed Use Property,7.064141453747587,8.723299836852078,Manufacturing/Industrial Plant,7.162293466642385,8.738175424188112,1921.0,98134.0
NonResidential,1.0,4.842965868634615,Office,1.0,3.0,1281.0,Large Office,8.41332633089997,9.26726346827513,,,9.846205359683168,1960.0,98105.0
NonResidential,94.0,2.4176979000945504,,1.0,3.0,19445.0,Mixed Use Property,8.117655309362343,9.065004963572727,,,7.437436152258949,2000.0,98103.0
NonResidential,86.5,3.391651968818624,Worship Facility,1.0,2.0,19461.0,Worship Facility,,7.632549152854329,,,6.885637768747005,1957.0,98115.0
SPS-District K-12,88.0,4.45318382899021,K-12 School,1.0,1.0,19462.0,K-12 School,,8.375985523497748,,,7.977432239483459,1955.0,98115.0
NonResidential,,3.4172347593597796,Office,1.0,1.0,19472.0,Mixed Use Property,,8.331529870262369,Other,7.172326516261779,7.722233800959162,1962.0,98108.0
NonResidential,1.0,2.447118243726344,Non-Refrigerated Warehouse,1.0,1.0,19477.0,Warehouse,,8.318016151095646,,,7.555499349687727,1976.0,98108.0
NonResidential,11.5,3.262892710284975,Distribution Center,1.0,1.0,19481.0,Distribution Center,,7.856592389339437,,,7.3145206296201595,1965.0,98108.0
NonResidential,3.0,2.8584796801276147,Non-Refrigerated Warehouse,1.0,1.0,19489.0,Warehouse,,8.367561887647076,,,7.878130329756402,2001.0,98134.0
Campus,,4.576153236917599,Manufacturing/Industrial Plant,3.0,1.0,19491.0,Other,,7.65831690460324,,,7.875491483960125,1994.0,98155.0
NonResidential,71.5,3.589611452455267,Office,1.0,3.0,19501.0,Small- and Mid-Sized Office,,8.18117510880348,,,7.681076513276462,1910.0,98122.0
NonResidential,67.5,3.6468848974112595,Worship Facility,1.0,2.0,19520.0,Worship Facility,,7.577125877044008,,,6.93373297328655,1922.0,98103.0
SPS-District K-12,93.5,4.239382417532689,K-12 School,1.0,2.0,19537.0,K-12 School,,8.472924561265456,,,7.802612457708733,1954.0,98116.0
NonResidential,43.0,4.541644485108213,Distribution Center,1.0,1.0,19559.0,Distribution Center,,8.402778212667059,,,8.021040108146952,1967.0,98118.0
NonResidential,,2.180417459019838,Non-Refrigerated Warehouse,1.0,1.0,19565.0,Warehouse,,7.804162515932014,Office,5.546787048371904,6.478732681378223,1979.0,98118.0
NonResidential,9.0,4.298645025734831,Non-Refrigerated Warehouse,1.0,1.0,19570.0,Warehouse,,8.151916053624975,Office,6.790085075439971,8.025147285310549,1969.0,98118.0
NonResidential,73.5,0.8691991243403044,Non-Refrigerated Warehouse,1.0,1.0,19572.0,Warehouse,,7.945176270303558,,,5.918369763377833,1981.0,98118.0
NonResidential,,1.0508216248317612,Non-Refrigerated Warehouse,1.0,1.0,19576.0,Warehouse,,7.932887074750235,Office,6.130943945223445,6.0710094973862425,1979.0,98118.0
NonResidential,,5.986753467377863,Other,1.0,3.0,19584.0,Other,,8.219710559817187,Retail Store,5.676415908476275,9.36703434365773,1928.0,98115.0
NonResidential,92.5,2.9887076586170265,Worship Facility,1.0,2.0,19596.0,Worship Facility,,8.04575500105878,,,6.4463448081584485,1914.0,98117.0
NonResidential,44.5,3.1285133847878095,Office,1.0,3.0,19613.0,Small- and Mid-Sized Office,,8.304317306737484,,,8.143789101114695,1979.0,98107.0
NonResidential,10.5,3.6858749450936377,Office,1.0,2.0,19621.0,Small- and Mid-Sized Office,,7.881179714758953,,,7.668366234865222,1978.0,98107.0
NonResidential,,2.263324379040743,Office,1.0,3.0,19623.0,Small- and Mid-Sized Office,,7.637263495405408,Medical Office,5.119343033544965,7.282868092803404,1963.0,98107.0
NonResidential,,2.409644165287453,Restaurant,1.0,3.0,19624.0,Restaurant,,7.654757947442641,Parking,,7.416676823763736,1977.0,98107.0
NonResidential,,5.370382181448203,Laboratory,1.0,2.0,19654.0,Laboratory,7.622598822001161,8.329021133170222,,,9.362052571352839,1946.0,98101.0
NonResidential,,-0.07257069283483537,Office,1.0,3.0,19656.0,Small- and Mid-Sized Office,,7.604249683332965,,,5.140490021161802,1929.0,98101.0
NonResidential,86.0,2.558002204858551,Office,1.0,2.0,19658.0,Small- and Mid-Sized Office,,7.883843578934993,,,6.772105833346147,1937.0,98101.0
NonResidential,64.0,5.18377594617504,Retail Store,1.0,2.0,19696.0,Retail Store,,9.525689582639595,,,9.012232804700938,1917.0,98144.0
SPS-District K-12,81.5,4.354205696471474,K-12 School,1.0,2.0,19728.0,K-12 School,,8.394431145804262,,,7.915141917264403,1930.0,98103.0
NonResidential,,4.081174888173458,Social/Meeting Hall,1.0,2.0,19730.0,Other,,7.86632900692376,,,7.348116570628785,1917.0,98013.0
NonResidential,,5.434747678243435,Restaurant,1.0,2.0,19742.0,Restaurant,,7.966188526391238,,,8.724301089281896,1955.0,98121.0
NonResidential,,3.559766855651125,Office,1.0,2.0,19743.0,Small- and Mid-Sized Office,,7.604249683332965,Other - Lodging/Residential,6.505637394664856,7.57461024472184,1917.0,98121.0
NonResidential,,3.1540172525197043,Other,1.0,1.0,19746.0,Other,,7.667050584571995,Office,5.520948888751704,6.779250048122882,1946.0,98121.0
NonResidential,55.0,4.999169815986978,Office,1.0,5.0,19747.0,Small- and Mid-Sized Office,7.120823033755088,8.655864182050326,Bank Branch,5.79765854443433,8.586065721322832,1974.0,98121.0
NonResidential,93.5,3.639032481719355,Office,1.0,3.0,19750.0,Small- and Mid-Sized Office,,8.70023506791765,,,7.695215935776819,1942.0,98121.0
NonResidential,13.0,3.786913194385302,Worship Facility,1.0,2.0,19752.0,Worship Facility,,7.5722620078395675,,,7.237068186999143,1948.0,98121.0
NonResidential,63.5,1.7457155307266483,Office,1.0,3.0,19755.0,Small- and Mid-Sized Office,,7.555146970325233,,,6.7990951292031045,1925.0,98121.0
NonResidential,95.5,3.165896900077314,Worship Facility,1.0,2.0,19766.0,Worship Facility,,7.628400143565248,,,6.628945973942135,1926.0,98116.0
NonResidential,98.0,3.0682854662356998,Retail Store,1.0,1.0,19774.0,Retail Store,,8.405649028035858,,,6.854553101489903,1968.0,98133.0
NonResidential,,2.0476928433652555,Other - Education,1.0,1.0,19776.0,Other,,7.930217202653004,,,6.447948136065082,2002.0,98133.0
NonResidential,,5.447254479322408,Other,1.0,1.0,19780.0,Other,,7.605776295245578,,,8.859991896958414,1968.0,98133.0
NonResidential,85.0,3.754198920234579,Worship Facility,1.0,2.0,19787.0,Worship Facility,,7.59326363112037,K-12 School,6.323315837870901,7.1162438578111935,1949.0,98116.0
NonResidential,,2.731115474033206,College/University,1.0,2.0,19833.0,University,,7.896193494993199,,,6.376887564178247,1992.0,98121.0
NonResidential,,1.8341801851120072,College/University,1.0,3.0,19836.0,University,,7.604249683332965,,,5.961171189688656,1928.0,98121.0
NonResidential,85.5,2.8741294517947424,Retail Store,1.0,1.0,19845.0,Retail Store,,7.779408301747563,,,7.175180407599707,1996.0,98105.0
NonResidential,81.0,3.380994674344636,Retail Store,1.0,2.0,19848.0,Retail Store,,8.442879128956598,Other,5.447847100517,8.189705357446151,2003.0,98105.0
NonResidential,95.0,2.8121098710269883,Office,1.0,2.0,19853.0,Small- and Mid-Sized Office,,7.528687663110544,,,6.448607221240539,1929.0,98104.0
NonResidential,92.5,2.302585092994046,Office,1.0,7.0,19855.0,Small- and Mid-Sized Office,,7.693734849832501,Restaurant,5.357922392989013,6.795126239271664,1900.0,98104.0
NonResidential,69.0,1.7950872593207297,Office,1.0,3.0,19856.0,Small- and Mid-Sized Office,,7.691234053785082,Restaurant,5.749432078137773,6.834253188990608,1902.0,98104.0
NonResidential,,3.095577608523707,Office,1.0,3.0,19857.0,Mixed Use Property,,7.884963086468653,Retail Store,6.929451641441216,7.051010216858851,1903.0,98104.0
NonResidential,52.5,2.751428924404155,Retail Store,1.0,2.0,19858.0,Mixed Use Property,7.047557857192519,8.183227084224454,Parking,7.047557857192519,7.799871115899041,1978.0,98104.0
NonResidential,24.0,2.6340447877917144,Office,1.0,5.0,19860.0,Small- and Mid-Sized Office,,7.821449680746326,,,7.6484731588318455,1906.0,98104.0
NonResidential,70.0,2.4527277514237653,Retail Store,1.0,2.0,19861.0,Retail Store,,8.377439571566446,Office,6.909341694199826,7.4721341891134285,1906.0,98104.0
NonResidential,41.0,2.782229599276462,Office,1.0,3.0,19862.0,Small- and Mid-Sized Office,7.813970214315034,8.690283189794215,Parking,7.813970214315034,7.846699890355115,1979.0,98104.0
NonResidential,46.5,3.3203487937988347,Office,1.0,3.0,19864.0,Small- and Mid-Sized Office,,7.8919317557847455,Other,6.505637394664856,7.332689291787354,1908.0,98121.0
NonResidential,59.5,4.464067345010091,Office,1.0,3.0,19871.0,Small- and Mid-Sized Office,6.1345737132740235,8.04465284280241,Parking,6.1345737132740235,7.8851408984573785,1954.0,98121.0
NonResidential,27.0,3.571362008185478,Retail Store,1.0,2.0,19873.0,Retail Store,,7.799983972340294,,,7.543647653165493,1931.0,98121.0
NonResidential,50.0,2.8121098710269883,Office,1.0,3.0,19874.0,Small- and Mid-Sized Office,6.588240923200065,8.585426098299228,Parking,6.588240923200065,7.902321236292344,1926.0,98121.0
NonResidential,,1.2208299213923588,Other,1.0,2.0,19876.0,Mixed Use Property,6.336561064620921,7.888314108872827,Bank Branch,6.5805387028379725,6.330784388401578,1954.0,98121.0
NonResidential,82.0,4.202750436065887,Hotel,1.0,5.0,19878.0,Hotel,,8.588545144321177,,,7.931951940415425,1990.0,98121.0
NonResidential,2.5,2.5152741864043966,Financial Office,1.0,2.0,19894.0,Other,,7.993848849664812,,,7.468298409617374,1955.0,98101.0
NonResidential,41.0,3.892738244016279,Office,1.0,2.0,19895.0,Small- and Mid-Sized Office,7.14602822278549,8.317970798593313,Parking,7.108358283135101,7.648993997358111,1925.0,98101.0
NonResidential,,4.8909504511502755,Restaurant,1.0,3.0,19896.0,Restaurant,,7.639768753280838,,,8.2682119139523,1923.0,98101.0
NonResidential,,7.069257441747765,Laboratory,0.0,4.0,19900.0,Laboratory,,8.428445431486274,Office,6.500764429922981,10.426214218028587,1926.0,98121.0
NonResidential,55.0,2.4853232296732166,Medical Office,1.0,4.0,19910.0,Medical Office,,7.815095706836768,,,7.436247844894383,1952.0,98121.0
Nonresidential COS,,4.461068842013835,Fire Station,1.0,2.0,19917.0,Other,,8.16227690858325,,,8.218084712884359,1922.0,98121.0
NonResidential,,3.3674682289180278,Office,1.0,1.0,19926.0,Small- and Mid-Sized Office,,7.699223106104304,Retail Store,6.775982547463359,7.0468440810916055,1965.0,98121.0
NonResidential,61.5,4.25858700561615,Hotel,1.0,4.0,19927.0,Hotel,,8.325156133527186,,,7.956139159587484,1967.0,98121.0
NonResidential,,3.3488509012899463,Social/Meeting Hall,1.0,2.0,19928.0,Mixed Use Property,7.661251191859804,8.051780456726641,Parking,6.676317376443324,7.85617125762979,2006.0,98121.0
SPS-District K-12,100.0,2.0986312360729773,K-12 School,1.0,1.0,19967.0,K-12 School,,8.10964391710175,,,6.009397036533175,2001.0,98109.0
NonResidential,64.5,3.5360196074696004,Worship Facility,1.0,2.0,20000.0,Worship Facility,,8.360002093815645,,,7.217190253598672,1928.0,98103.0
